Generation,currentBestInThisGen,currentAvgInThisGen,currentWorstInThisGen,currentAvgTreeDEpth,bestEverSoFarArr
100,2.3393488104904017,4.8715149912195495,12,5,0.24559451676832414
200,1.5903195934706182,Infinity,Infinity,5,0.24559451676832414
300,0.24559451676832414,Infinity,Infinity,5,0.24559451676832414
400,0.24559451676832414,Infinity,Infinity,5.166666666666667,0.24559451676832414
500,0.24559451676832414,Infinity,Infinity,5,0.24559451676832414
600,0.24559451676832414,0.24559451676832414,0.24559451676832414,5,0.24559451676832414
700,0.24559451676832414,0.24559451676832414,0.24559451676832414,5,0.24559451676832414
800,0.24559451676832414,0.24559451676832414,0.24559451676832414,5,0.24559451676832414
900,0.24559451676832414,649.9425114770908,3898.4270962787027,5.166666666666667,0.24559451676832414
1000,0.24559451676832414,2.53799543064027,14,5.166666666666667,0.24559451676832414
1100,0.24559451676832414,0.24559451676832414,0.24559451676832414,5,0.24559451676832414
1200,0.24559451676832414,0.24559451676832414,0.24559451676832414,5,0.24559451676832414
1300,0.24559451676832414,0.24559451676832414,0.24559451676832414,5,0.24559451676832414
1400,0.24559451676832414,0.580709795525281,2.256286189310065,5.166666666666667,0.24559451676832414
1500,0.24559451676832414,0.24559451676832414,0.24559451676832414,5,0.24559451676832414
1600,0.24559451676832414,Infinity,Infinity,5.5,0.24559451676832414
1700,0.24559451676832414,0.24559451676832414,0.24559451676832414,5,0.24559451676832414
1800,0.24559451676832414,0.24559451676832414,0.24559451676832414,5,0.24559451676832414
1900,0.24559451676832414,Infinity,Infinity,5.166666666666667,0.24559451676832414
2000,0.24559451676832414,Infinity,Infinity,5.166666666666667,0.24559451676832414
2100,0.24559451676832414,0.24559451676832414,0.24559451676832414,5,0.24559451676832414
2200,0.24559451676832414,0.24559451676832414,0.24559451676832414,5,0.24559451676832414
2300,0.24559451676832414,0.24559451676832414,0.24559451676832414,5,0.24559451676832414
2400,0.24559451676832414,0.5965142203122831,2.3511127380320778,5.166666666666667,0.24559451676832414
2500,0.24559451676832414,0.5965142203122832,2.3511127380320778,5.166666666666667,0.24559451676832414
2600,0.24559451676832414,0.24559451676832414,0.24559451676832414,5,0.24559451676832414
2700,0.24559451676832414,0.24559451676832414,0.24559451676832414,5,0.24559451676832414
2800,0.24559451676832414,0.24559451676832414,0.24559451676832414,5,0.24559451676832414
2900,0.24559451676832414,0.24559451676832414,0.24559451676832414,5,0.24559451676832414
3000,0.24559451676832414,0.8034556374388454,3.5927612407914524,5.166666666666667,0.24559451676832414
