Generation,currentBestInThisGen,currentAvgInThisGen,currentWorstInThisGen,currentAvgTreeDEpth,bestEverSoFarArr
100,1.530119821016206,1.872250819206764,2.464670363354905,2.5,1
200,1.4052046114356442,1.4052046114356445,1.4052046114356442,2.5,1
300,1.2110601416389968,1.3295467178800617,1.4052046114356442,3.5,1
400,1,1.2349178824652238,1.3736285426923804,4,1
500,1,1.3117118324766013,2.018056703153521,4.5,1
600,1.123214774017609,2.194296561629957,6.148123252164804,4.5,1
700,1.123214774017609,1.5904088565265742,2.5247970215445044,4,1
800,0.8328565302619653,0.9721427550436609,1,5.166666666666667,0.8328565302619653
900,0.8328565302619653,0.9442855100873219,1,5.333333333333333,0.8328565302619653
1000,0.8328565302619653,0.8328565302619654,0.8328565302619653,6,0.8328565302619653
1100,0.8328565302619653,0.8328565302619654,0.8328565302619653,6,0.8328565302619653
1200,0.8328565302619653,0.8328565302619654,0.8328565302619653,6,0.8328565302619653
1300,0.8328565302619653,0.8328565302619654,0.8328565302619653,6,0.8328565302619653
1400,0.8328565302619653,0.8328565302619654,0.8328565302619653,6,0.8328565302619653
1500,0.8328565302619653,0.8328565302619654,0.8328565302619653,6,0.8328565302619653
1600,0.8328565302619653,0.8328565302619654,0.8328565302619653,6,0.8328565302619653
1700,0.8328565302619653,0.8328565302619654,0.8328565302619653,6,0.8328565302619653
1800,0.8328565302619653,0.8328565302619654,0.8328565302619653,6,0.8328565302619653
1900,0.8328565302619653,0.8328565302619654,0.8328565302619653,6,0.8328565302619653
2000,0.8328565302619653,0.8328565302619654,0.8328565302619653,6,0.8328565302619653
2100,0.8328565302619653,0.8328565302619654,0.8328565302619653,6,0.8328565302619653
2200,0.8328565302619653,0.8328565302619654,0.8328565302619653,6,0.8328565302619653
2300,0.8328565302619653,0.8328565302619654,0.8328565302619653,6,0.8328565302619653
2400,0.8328565302619653,0.8328565302619654,0.8328565302619653,6,0.8328565302619653
2500,0.8328565302619653,0.8328565302619654,0.8328565302619653,6,0.8328565302619653
2600,0.8328565302619653,0.8328565302619654,0.8328565302619653,6,0.8328565302619653
2700,0.8328565302619653,0.8328565302619654,0.8328565302619653,6,0.8328565302619653
2800,0.8328565302619653,0.8328565302619654,0.8328565302619653,6,0.8328565302619653
2900,0.8328565302619653,0.8328565302619654,0.8328565302619653,6,0.8328565302619653
